assunto;nome;fase;projetista;path;tipo_doc;obra;trecho;codigo;materia;materia_num;pagina;revisao;rev_num;rev_suf;revisao_status;tipo_arquivo
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H04_001.R1a.pdf;DE;SPM00021D;115.117;925;H;04;001;R1a;1;a;DESATUALIZADO;pdf
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H04_002.R1a.dwg;DE;SPM00021D;115.117;925;H;04;002;R1a;1;a;DESATUALIZADO;dwg
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H04_002.R1a.pdf;DE;SPM00021D;115.117;925;H;04;002;R1a;1;a;DESATUALIZADO;pdf
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H04_003.R1a.dwg;DE;SPM00021D;115.117;925;H;04;003;R1a;1;a;DESATUALIZADO;dwg
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H04_003.R1a.pdf;DE;SPM00021D;115.117;925;H;04;003;R1a;1;a;DESATUALIZADO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_001.R1a.dwg;DE;SPM00021D;115.117;925;H;06;001;R1a;1;a;DESATUALIZADO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_001.R1a.pdf;DE;SPM00021D;115.117;925;H;06;001;R1a;1;a;DESATUALIZADO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_002.R1a.dwg;DE;SPM00021D;115.117;925;H;06;002;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_002.R1a.pdf;DE;SPM00021D;115.117;925;H;06;002;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_003.R1a.dwg;DE;SPM00021D;115.117;925;H;06;003;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_003.R1a.pdf;DE;SPM00021D;115.117;925;H;06;003;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_004.R1a.dwg;DE;SPM00021D;115.117;925;H;06;004;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_004.R1a.pdf;DE;SPM00021D;115.117;925;H;06;004;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/005;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_005.R1a.dwg;DE;SPM00021D;115.117;925;H;06;005;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/005;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_005.R1a.pdf;DE;SPM00021D;115.117;925;H;06;005;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/006;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_006.R1a.dwg;DE;SPM00021D;115.117;925;H;06;006;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/006;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_006.R1a.pdf;DE;SPM00021D;115.117;925;H;06;006;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/007;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_007.R1a.dwg;DE;SPM00021D;115.117;925;H;06;007;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/007;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_007.R1a.pdf;DE;SPM00021D;115.117;925;H;06;007;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/008;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_008.R1a.dwg;DE;SPM00021D;115.117;925;H;06;008;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/008;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_008.R1a.pdf;DE;SPM00021D;115.117;925;H;06;008;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/009;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_009.R1a.dwg;DE;SPM00021D;115.117;925;H;06;009;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/009;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_009.R1a.pdf;DE;SPM00021D;115.117;925;H;06;009;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/010;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_010.R1a.dwg;DE;SPM00021D;115.117;925;H;06;010;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/010;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_010.R1a.pdf;DE;SPM00021D;115.117;925;H;06;010;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/011;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_011.R1a.dwg;DE;SPM00021D;115.117;925;H;06;011;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/011;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_011.R1a.pdf;DE;SPM00021D;115.117;925;H;06;011;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/012;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_012.R1a.dwg;DE;SPM00021D;115.117;925;H;06;012;R1a;1;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/012;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_012.R1a.pdf;DE;SPM00021D;115.117;925;H;06;012;R1a;1;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/013;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_013.R1a.dwg;DE;SPM00021D;115.117;925;H;06;013;R1a;1;a;DESATUALIZADO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/013;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_013.R1a.pdf;DE;SPM00021D;115.117;925;H;06;013;R1a;1;a;DESATUALIZADO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/014;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_014.R1a.dwg;DE;SPM00021D;115.117;925;H;06;014;R1a;1;a;DESATUALIZADO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/014;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_014.R1a.pdf;DE;SPM00021D;115.117;925;H;06;014;R1a;1;a;DESATUALIZADO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/015;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_015.R1a.dwg;DE;SPM00021D;115.117;925;H;06;015;R1a;1;a;DESATUALIZADO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/015;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H06_015.R1a.pdf;DE;SPM00021D;115.117;925;H;06;015;R1a;1;a;DESATUALIZADO;pdf
Detalhes tipo de drenagem;DE-SPM00021D-115.117-925-H07/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_001.R1a.dwg;DE;SPM00021D;115.117;925;H;07;001;R1a;1;a;NOVO;dwg
Detalhes tipo de drenagem;DE-SPM00021D-115.117-925-H07/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_001.R1a.pdf;DE;SPM00021D;115.117;925;H;07;001;R1a;1;a;NOVO;pdf
Detalhes tipo de drenagem;DE-SPM00021D-115.117-925-H07/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_002.R1a.dwg;DE;SPM00021D;115.117;925;H;07;002;R1a;1;a;NOVO;dwg
Detalhes tipo de drenagem;DE-SPM00021D-115.117-925-H07/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_002.R1a.pdf;DE;SPM00021D;115.117;925;H;07;002;R1a;1;a;NOVO;pdf
Detalhes tipo de drenagem;DE-SPM00021D-115.117-925-H07/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_003.R1a.dwg;DE;SPM00021D;115.117;925;H;07;003;R1a;1;a;NOVO;dwg
Detalhes tipo de drenagem;DE-SPM00021D-115.117-925-H07/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_003.R1a.pdf;DE;SPM00021D;115.117;925;H;07;003;R1a;1;a;NOVO;pdf
Dispositivos de drenagem provisória;DE-SPM00021D-115.117-925-H07/101;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_101.R0a.dwg;DE;SPM00021D;115.117;925;H;07;101;R0a;0;a;NOVO;dwg
Dispositivos de drenagem provisória;DE-SPM00021D-115.117-925-H07/101;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H07_101.R0a.pdf;DE;SPM00021D;115.117;925;H;07;101;R0a;0;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_001.R1a.dwg;DE;SPM00021D;115.117;925;H;09;001;R1a;1;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_001.R1a.pdf;DE;SPM00021D;115.117;925;H;09;001;R1a;1;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_002.R1a.dwg;DE;SPM00021D;115.117;925;H;09;002;R1a;1;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_002.R1a.pdf;DE;SPM00021D;115.117;925;H;09;002;R1a;1;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_003.R1a.dwg;DE;SPM00021D;115.117;925;H;09;003;R1a;1;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_003.R1a.pdf;DE;SPM00021D;115.117;925;H;09;003;R1a;1;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_004.R1a.dwg;DE;SPM00021D;115.117;925;H;09;004;R1a;1;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_004.R1a.pdf;DE;SPM00021D;115.117;925;H;09;004;R1a;1;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/005;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_005.R1a.dwg;DE;SPM00021D;115.117;925;H;09;005;R1a;1;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/005;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_005.R1a.pdf;DE;SPM00021D;115.117;925;H;09;005;R1a;1;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/006;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_006.R1a.dwg;DE;SPM00021D;115.117;925;H;09;006;R1a;1;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/006;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_006.R1a.pdf;DE;SPM00021D;115.117;925;H;09;006;R1a;1;a;NOVO;pdf
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/007;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_007.R0a.dwg;DE;SPM00021D;115.117;925;H;09;007;R0a;0;a;NOVO;dwg
Perfis tubos de captação;DE-SPM00021D-115.117-925-H09/007;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/DE-SPM00021D-115.117-925-H09_007.R0a.pdf;DE;SPM00021D;115.117;925;H;09;007;R0a;0;a;NOVO;pdf
Drenagem - Planta de bacias;DE-SPM00021D-115.117-925-H01/101;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_101.R0b.dwg;DE;SPM00021D;115.117;925;H;01;101;R0b;0;b;NOVO;dwg
Drenagem - Planta de bacias;DE-SPM00021D-115.117-925-H01/101;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_101.R0b.pdf;DE;SPM00021D;115.117;925;H;01;101;R0b;0;b;NOVO;pdf
Drenagem - Planta de bacias;DE-SPM00021D-115.117-925-H01/102;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_102.R0b.dwg;DE;SPM00021D;115.117;925;H;01;102;R0b;0;b;NOVO;dwg
Drenagem - Planta de bacias;DE-SPM00021D-115.117-925-H01/102;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_102.R0b.pdf;DE;SPM00021D;115.117;925;H;01;102;R0b;0;b;NOVO;pdf
Córrego Itaim - Planta de alagamento;DE-SPM00021D-115.117-925-H01/103;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_103.R1a.dwg;DE;SPM00021D;115.117;925;H;01;103;R1a;1;a;NOVO;dwg
Córrego Itaim - Planta de alagamento;DE-SPM00021D-115.117-925-H01/103;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_103.R1a.pdf;DE;SPM00021D;115.117;925;H;01;103;R1a;1;a;NOVO;pdf
Córrego Itaim - Planta de alagamento;DE-SPM00021D-115.117-925-H01/103;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_103.R1b.dwg;DE;SPM00021D;115.117;925;H;01;103;R1b;1;b;NOVO;dwg
Córrego Itaim - Planta de alagamento;DE-SPM00021D-115.117-925-H01/103;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_103.R1b.pdf;DE;SPM00021D;115.117;925;H;01;103;R1b;1;b;NOVO;pdf
Córrego Itaim - Planta de alagamento;DE-SPM00021D-115.117-925-H01/104;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_104.R0a.dwg;DE;SPM00021D;115.117;925;H;01;104;R0a;0;a;DESATUALIZADO;dwg
Córrego Itaim - Planta de alagamento;DE-SPM00021D-115.117-925-H01/104;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/DE-SPM00021D-115.117-925-H01_104.R0a.pdf;DE;SPM00021D;115.117;925;H;01;104;R0a;0;a;DESATUALIZADO;pdf
;Itaquaquecetuba;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/Itaquaquecetuba.jpg;Itaquaquecetuba;;;;;;;;0;;NOVO;jpg
;Maua;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/Maua.jpg;Maua;;;;;;;;0;;NOVO;jpg
Drenagem - Estudos hidrológicos e hidráulicos;RT-SPM00021D-115.117-925-H01/101;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/RT-SPM00021D-115.117-925-H01_101.R1a.docx;RT;SPM00021D;115.117;925;H;01;101;R1a;1;a;DESATUALIZADO;docx
Drenagem - Estudos hidrológicos e hidráulicos;RT-SPM00021D-115.117-925-H01/101;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/RT-SPM00021D-115.117-925-H01_101.R1a.pdf;RT;SPM00021D;115.117;925;H;01;101;R1a;1;a;DESATUALIZADO;pdf
;imagem 1;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/imagem 1.jpg;imagem 1;;;;;;;;0;;NOVO;jpg
;imagem 2;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/imagem 2.jpg;imagem 2;;;;;;;;0;;NOVO;jpg
;imagem 3;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/imagem 3.jpg;imagem 3;;;;;;;;0;;NOVO;jpg
;imagem1;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/imagem1.tif;imagem1;;;;;;;;0;;NOVO;tif
;imagem2;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/ESTUDOS HIDROLÓGICOS/imagem2.tif;imagem2;;;;;;;;0;;NOVO;tif
Memória de cálculo de drenagem;MC-SPM00021D-115.117-925-H04/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/MC-SPM00021D-115.117-925-H04_001.R1a.doc;MC;SPM00021D;115.117;925;H;04;001;R1a;1;a;DESATUALIZADO;doc
Memória de cálculo de drenagem;MC-SPM00021D-115.117-925-H04/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/MC-SPM00021D-115.117-925-H04_001.R1a.pdf;MC;SPM00021D;115.117;925;H;04;001;R1a;1;a;DESATUALIZADO;pdf
Memorial descritivo - Caixa de produtos perigosos;MD-SPM00021D-115.117-925-H07/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/MD-SPM00021D-115.117-925-H07_001.R0a.doc;MD;SPM00021D;115.117;925;H;07;001;R0a;0;a;NOVO;doc
Memorial descritivo - Caixa de produtos perigosos;MD-SPM00021D-115.117-925-H07/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/PROJETOS/MD-SPM00021D-115.117-925-H07_001.R0a.pdf;MD;SPM00021D;115.117;925;H;07;001;R0a;0;a;NOVO;pdf
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_001.R2a.dwg;DE;SPM00021D;115.117;925;H;04;001;R2a;2;a;NOVO;dwg
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_001.R2a.pdf;DE;SPM00021D;115.117;925;H;04;001;R2a;2;a;NOVO;pdf
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_002.R2a.dwg;DE;SPM00021D;115.117;925;H;04;002;R2a;2;a;NOVO;dwg
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/002;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_002.R2a.pdf;DE;SPM00021D;115.117;925;H;04;002;R2a;2;a;NOVO;pdf
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_003.R2a.dwg;DE;SPM00021D;115.117;925;H;04;003;R2a;2;a;NOVO;dwg
Drenagem - Planta   ;DE-SPM00021D-115.117-925-H04/003;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_003.R2a.pdf;DE;SPM00021D;115.117;925;H;04;003;R2a;2;a;NOVO;pdf
;DE-SPM00021D-115.117-925-H04/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_004.R0a.dwg;DE;SPM00021D;115.117;925;H;04;004;R0a;0;a;NOVO;dwg
;DE-SPM00021D-115.117-925-H04/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H04_004.R0a.pdf;DE;SPM00021D;115.117;925;H;04;004;R0a;0;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H06_001.R2a.dwg;DE;SPM00021D;115.117;925;H;06;001;R2a;2;a;NOVO;dwg
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/001;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H06_001.R2a.pdf;DE;SPM00021D;115.117;925;H;06;001;R2a;2;a;NOVO;pdf
Drenagem - Perfis de bueiros;DE-SPM00021D-115.117-925-H06/004;Fase 3;CANHEDO;CANHEDO/FASE 03/03-Projeto de Drenagem/REVISÃO - ESTUDO DE TRÁFEGO/DE-SPM00021D-115.117-925-H06_004.R1b.dwg;DE;SPM00021D;115.117;925;H;06;004;R1b;1;b;NOVO;dwg
